id,kode,nama,biaya_panggilan_id
672,11.02.16.2010,Kane Mende,
673,11.02.16.2011,Lawe Sekhakut,
674,11.02.16.2012,Bunbun Indah,
675,11.02.16.2013,Suka Damai,
676,11.02.16.2014,Tuah Kekhine,
677,11.02.16.2015,Punce Nali,
678,11.02.16.2016,Sade Ate,
679,11.02.16.2017,Akhih Majile,
680,11.02.16.2018,Ukhat Peseluk,
681,11.02.16.2019,Tunas Mude,
682,11.02.16.2020,Gaye Sendah,
683,11.02.16.2021,Kute Hakhapen,
684,11.02.16.2022,Kompas,
685,11.02.16.2023,Sepakat,
686,11.03,KAB. ACEH TIMUR,
687,11.03.01,Darul Aman,
688,11.03.01.2001,Alue Luddin Sa,
689,11.03.01.2002,Alue Luddin Dua,
690,11.03.01.2003,Alue Dalam,
691,11.03.01.2004,Dama Pulo Sa,
692,11.03.01.2005,Dama Pulo Dua,
693,11.03.01.2006,Buket Kulam,
694,11.03.01.2007,Seuneubok Teungoh,
695,11.03.01.2008,Jungka Gajah,
696,11.03.01.2009,Seuneubok Simpang,
697,11.03.01.2010,Matang Pineung,
698,11.03.01.2011,Lhok Geulumpang,
699,11.03.01.2012,Blang Buket,
700,11.03.01.2013,Meunasah Keutapang,
701,11.03.01.2014,Buket Rumia,
702,11.03.01.2015,Alue Gadeng,
703,11.03.01.2016,Kapai Baro,
704,11.03.01.2017,Seuneubok  Tuha Sa,
705,11.03.01.2018,Seuneubok  Tuha Dua,
706,11.03.01.2019,Seuneubok  Buloh,
707,11.03.01.2020,Gaseh Sayang,
708,11.03.01.2021,Alue Lhok,
709,11.03.01.2022,Trieng Gadeng,
710,11.03.01.2023,Grong-Grong,
711,11.03.01.2024,Matang Geuto,
712,11.03.01.2025,Alue Merbo,
713,11.03.01.2026,Buket Raya,
714,11.03.01.2027,Gampong Keude,
715,11.03.01.2028,Peukan Idi Cut,
716,11.03.01.2029,Gampong Beunot,
717,11.03.01.2030,Seuneubok  Baroh,
718,11.03.01.2031,Teupin Drum,
719,11.03.01.2032,Kuala Idi Cut,
720,11.03.01.2034,Seuneubok  Aceh,
721,11.03.01.2035,Gampong Baro,
722,11.03.01.2036,Bagok Panah Sa,
723,11.03.01.2037,Bagok Panah Dua,
724,11.03.01.2038,Bagok Panah Lhee,
725,11.03.01.2039,Bagok Panah Peut,
726,11.03.01.2040,Buket Tualang,
727,11.03.01.2041,Keumuneng Sa,
728,11.03.01.2042,Keumuneng Dua,
729,11.03.01.2043,Keumuneng Lhee,
730,11.03.01.2044,Keumuneng Peut,
731,11.03.01.2045,Keumuneng Limong,
732,11.03.01.2046,Meunasah Blang,
733,11.03.02,Julok,
734,11.03.02.2001,Blang Keumahang,
735,11.03.02.2002,Blang Jambee,
736,11.03.02.2003,Keumuneng,
737,11.03.02.2004,Ladang Baro,
738,11.03.02.2005,Buket Panyang,
739,11.03.02.2006,Seuneubok  Rambong,
740,11.03.02.2007,Seuneubok  Baro,
741,11.03.02.2008,Blang Mideun,
742,11.03.02.2009,Paya Bakong,
743,11.03.02.2010,Teupin Raya,
744,11.03.02.2011,Lhok Rambong,
745,11.03.02.2012,Julok Tunong,
746,11.03.02.2013,Ulee Ateung,
747,11.03.02.2014,Ulee Blang,
748,11.03.02.2015,Labuhan,
749,11.03.02.2016,Naleung,
750,11.03.02.2017,Mane Rampak,
751,11.03.02.2018,Matang,
752,11.03.02.2019,Blang Uyok,
753,11.03.02.2020,Blang Pauh Sa,
754,11.03.02.2021,Blang Pauh Dua,
755,11.03.02.2022,Ulee Tanoh,
756,11.03.02.2023,Keude Kuta Binjei,
757,11.03.02.2024,Bukit Seroja,
758,11.03.02.2025,Kuala Geulumpang,
759,11.03.02.2026,Gampong Baro,
760,11.03.02.2027,Tumpok Teungoh,
761,11.03.02.2028,Seumatang,
762,11.03.02.2029,Ujong Tunong,
763,11.03.02.2030,Bukit Dindeng,
764,11.03.02.2031,Paya Pasi,
765,11.03.02.2032,Alue Cek Doi,
766,11.03.02.2033,Blang Gleum,
767,11.03.02.2034,Tanjong Tok Blang,
768,11.03.02.2035,Buket Makmu,
769,11.03.02.2036,Lhok Seuntang,
770,11.03.02.2037,Simpang Lhee,
771,11.03.03,Idi Rayeuk,
772,11.03.03.2001,Gampong Jawa,
773,11.03.03.2002,Keude Blang,
774,11.03.03.2003,Tanoh Anoe,
775,11.03.03.2004,Kuala Peudawa Puntong,
776,11.03.03.2005,Gampong Aceh,
777,11.03.03.2006,Kuta Blang,
778,11.03.03.2007,Gampong Tanjong,
779,11.03.03.2008,Blang Geulumpang,
780,11.03.03.2009,Meunasah  Pu.uk,
781,11.03.03.2010,Bantayan Timu,
782,11.03.03.2011,Keutapang  Mameh,
783,11.03.03.2012,Seuneubok  Rambong,
784,11.03.03.2013,Kuala Idi,
785,11.03.03.2014,Keude Aceh,
786,11.03.03.2023,Seuneubok Bacee,
787,11.03.03.2029,Titi Baro,
788,11.03.03.2047,Tanjong Kapai,
789,11.03.03.2048,Alue Dua Muka O,
790,11.03.03.2049,Alue Dua Muka S,
791,11.03.03.2050,Ulee Blang,
792,11.03.03.2051,Buket Jok,
793,11.03.03.2052,Buket Meulinteung,
794,11.03.03.2053,Gampong Jalan,
795,11.03.03.2054,Teupin Batee,
796,11.03.03.2055,Buket Langa,
797,11.03.03.2056,Buket Pala,
798,11.03.03.2057,Buket Juara,
799,11.03.03.2058,Seuneubok Tutong,
800,11.03.03.2059,Seuneubok Tuha,
801,11.03.03.2060,Sampoimah,
802,11.03.03.2061,Dama pulo,
803,11.03.03.2062,Gureb Blang,
804,11.03.03.2064,Gampong Baro,
805,11.03.03.2065,Seuneubok Teungoh P.Puntong,
806,11.03.03.2067,Kuta Lawah,
807,11.03.04,Birem Bayeun,
808,11.03.04.2001,Jambo Labu,
809,11.03.04.2002,Alue Canang,
810,11.03.04.2003,Alue Drien,
811,11.03.04.2004,Buket Tiga,
812,11.03.04.2005,Benteng,
813,11.03.04.2006,Afeling II Bukit,
814,11.03.04.2007,Keumuneng  Hulu,
815,11.03.04.2008,Peutow,
816,11.03.04.2009,Alue Buloh,
817,11.03.04.2010,Alue Teh,
818,11.03.04.2011,Paya Rambong,
819,11.03.04.2012,Alue Gadeng SA,
820,11.03.04.2013,Paya Tampah,
821,11.03.04.2014,Paya Bili Dua,
822,11.03.04.2015,Paya Bili Sa,
823,11.03.04.2016,Paya Peulawi,
824,11.03.04.2017,Keude Birem,
825,11.03.04.2018,Bayeun,
826,11.03.04.2019,Aramiyah,
827,11.03.04.2020,Blang Tualang,
828,11.03.04.2021,Buket Seuleumak,
829,11.03.04.2022,Birem Rayeuk,
830,11.03.04.2023,Alue Gadeng,
831,11.03.04.2024,Alue Gadeng Dua,
832,11.03.04.2025,Alue Sentang,
833,11.03.04.2026,Merbou Dua,
834,11.03.04.2027,Alue Nyamoek,
835,11.03.05,Serbajadi,
836,11.03.05.2001,Lokop,
837,11.03.05.2002,Terujak,
838,11.03.05.2003,Tualang,
839,11.03.05.2004,Leles,
840,11.03.05.2005,Ujung Karang,
841,11.03.05.2006,Nalon,
842,11.03.05.2007,Jering,
843,11.03.05.2008,Loot,
844,11.03.05.2009,Seku Alan,
845,11.03.05.2010,Sunti,
846,11.03.05.2011,Umah Taring,
847,11.03.05.2012,Bunin,
848,11.03.05.2013,Sembuang,
849,11.03.05.2014,Seuleumak,
850,11.03.05.2015,Mesir,
851,11.03.05.2016,Rampah,
852,11.03.05.2022,Arul Durin,
853,11.03.06,Nurussalam,
854,11.03.06.2001,Keude Bagok Sa,
855,11.03.06.2002,Keude Bagok Dua,
856,11.03.06.2003,Asan Tanjong,
857,11.03.06.2004,Bantayan,
858,11.03.06.2005,Matang Seuleumak,
859,11.03.06.2006,Teupin Pukat,
860,11.03.06.2007,Matang Neuheun,
861,11.03.06.2008,Kuala Bagok,
862,11.03.06.2009,Meunasah  Teungoh,
863,11.03.06.2010,Medang Ara,
864,11.03.06.2011,Peulawi,
865,11.03.06.2012,Baroh Bugeng,
866,11.03.06.2013,Seumatang  Aron,
867,11.03.06.2014,Blang Panjou,
868,11.03.06.2025,Pulo U,
869,11.03.06.2026,Cot Asan,
870,11.03.06.2027,Paya Enjee,
871,11.03.06.2028,Seuleumak Muda,
872,11.03.06.2029,Matang Panyang,
873,11.03.06.2030,Meunasah Hagu,
874,11.03.06.2031,Matang Kunyet,
875,11.03.06.2032,Buket Panjou,
876,11.03.06.2033,Buket Meurak,
877,11.03.06.2034,Buket Panyang,
878,11.03.06.2035,Seuneubok Dalam,
879,11.03.06.2036,Gampong Mesjid,
880,11.03.06.2037,Alue Siwah Serdang,
881,11.03.06.2038,Gampong Lhee,
882,11.03.06.2039,Beurandang,
883,11.03.06.2040,Gampong Jalan,
884,11.03.06.2041,Seuneubok Rambong,
885,11.03.07,Peureulak,
886,11.03.07.2001,Pasir Putih,
887,11.03.07.2002,Tualang,
888,11.03.07.2003,Keude Peureulak,
889,11.03.07.2004,Leuge,
890,11.03.07.2005,Uteun Dama,
891,11.03.07.2006,Punti,
892,11.03.07.2007,Alue Dua Paya Gajah,
893,11.03.07.2008,Blang Bitra,
894,11.03.07.2009,Kuala Bugak,
895,11.03.07.2010,Paya Lipah,
896,11.03.07.2011,Seumatang  Muda Itam,
897,11.03.07.2012,Lhok Dalam,
898,11.03.07.2013,Beusa Meuranoe,
899,11.03.07.2014,Bangka Rimung,
900,11.03.07.2015,Tanoh Rata,
901,11.03.07.2016,Bandrong,
902,11.03.07.2017,Blang Balok,
903,11.03.07.2018,Cot Muda Itam,
904,11.03.07.2019,Keumuneng,
905,11.03.07.2020,Kuala Leuge,
906,11.03.07.2021,Balee Buya,
907,11.03.07.2022,Alue Nibong,
908,11.03.07.2023,Seuneubok Peusangan,
909,11.03.07.2024,Seuneubok Aceh,
910,11.03.07.2025,Seuneubok Pidie,
911,11.03.07.2026,Dama Tutong,
912,11.03.07.2027,Matang Gleum,
913,11.03.07.2028,Lubok Pempeng,
914,11.03.07.2029,Buket Pala,
915,11.03.07.2030,Paya Kalui,
916,11.03.07.2031,Cek Mbon,
917,11.03.07.2032,Paya Meuligou,
918,11.03.07.2033,Blang Simpo,
919,11.03.07.2034,Blang Batee,
920,11.03.07.2035,Matang Peulawi,
921,11.03.07.2036,Cot Geulumpang,
922,11.03.07.2037,Alue Rambong,
923,11.03.07.2038,Cot Keh,
924,11.03.08,Rantau Selamat,
925,11.03.08.2001,Bayeun,
926,11.03.08.2002,Rantau Panjang,
927,11.03.08.2003,Alue Raya,
928,11.03.08.2004,Alue Kumba,
929,11.03.08.2005,Seuneubok  Dalam,
930,11.03.08.2006,Alue Seuleumak,
931,11.03.08.2007,Sarah Kayee,
932,11.03.08.2008,Damar Siput,
933,11.03.08.2009,Simpang Peut,
934,11.03.08.2010,Simpang Aneuh,
935,11.03.08.2011,Alue Punti,
936,11.03.08.2012,Alue Kaul,
937,11.03.08.2013,Sarah Teube,
938,11.03.08.2014,Alue Tuwi,
939,11.03.09,Simpang Ulim,
940,11.03.09.2001,Peulalu,
941,11.03.09.2002,Nicah Awe,
942,11.03.09.2003,Alue Buloh Sa,
943,11.03.09.2004,Alue Buloh Dua,
944,11.03.09.2005,Teupin Breuh,
945,11.03.09.2006,Matang Rayeuk,
946,11.03.09.2007,Matang Kumbang,
947,11.03.09.2008,Blang Nie,
948,11.03.09.2010,Bantayan,
949,11.03.09.2011,Matang Weng,
950,11.03.09.2012,Alue Mulieng,
951,11.03.09.2013,Pucok Alue Dua,
952,11.03.09.2014,Gampong Blang,
953,11.03.09.2015,Keude Tuha,
954,11.03.09.2016,Kuala Simpang Ulim,
955,11.03.09.2017,Lampoh Rayeuk,
956,11.03.09.2018,Teupin Mamplam,
957,11.03.09.2019,Titi Baroh,
958,11.03.09.2020,Pucok Alue Sa,
959,11.03.09.2021,Pucok Alue Barat,
960,11.03.09.2022,Arakundo,
961,11.03.09.2023,Gampong Baro,
962,11.03.09.2024,Matang Seupeng,
963,11.03.10,Rantau Peureulak,
964,11.03.10.2001,Paya Unou,
965,11.03.10.2002,Seuneubok  Johan,
966,11.03.10.2003,Seuneubok  Baro,
967,11.03.10.2004,Pulo Blang,
968,11.03.10.2005,Blang Barom,
969,11.03.10.2006,Seuneubok Dalam,
970,11.03.10.2007,Seuleumak Muda,
971,11.03.10.2008,Bhom Lama,
972,11.03.10.2009,Pasi Puteh,
973,11.03.10.2010,Alue Dua,
974,11.03.10.2011,Buket Pala,
975,11.03.10.2012,Mata Ie,
976,11.03.10.2013,Alue Udep,
977,11.03.10.2014,Seumali,
978,11.03.10.2015,Punti Payong,
979,11.03.10.2016,Paya Palas,
980,11.03.10.2017,Tampak,
981,11.03.10.2018,Kliet,
982,11.03.10.2019,Alue Geunteng,
983,11.03.10.2020,Pertamina,
984,11.03.10.2021,Alue Batee,
985,11.03.10.2022,Beurandang,
986,11.03.10.2024,Seumanah  Jaya,
987,11.03.11,Pante Bidari,
988,11.03.11.2001,Blang Seunong,
989,11.03.11.2002,Suka Damai,
990,11.03.11.2003,Pante Labu,
991,11.03.11.2004,Pante Rambong,
992,11.03.11.2005,Alue Ie Mirah,
993,11.03.11.2006,Seuneubok  Tuha,
994,11.03.11.2007,Seuneubok  Saboh,
995,11.03.11.2008,Buket Kareung,
996,11.03.11.2009,Buket Bata,
997,11.03.11.2010,Meunasah  Tunong,
998,11.03.11.2011,Meunasah  Teungoh,
999,11.03.11.2012,Keude Baro,
1000,11.03.11.2013,Matang Perlak,
1001,11.03.11.2014,Grong-grong,
1002,11.03.11.2015,Matang Kruet,
1003,11.03.11.2016,Meunasah Leubok,
1004,11.03.11.2017,Pante Panah,
1005,11.03.11.2018,Paya Demam Sa,
1006,11.03.11.2019,Paya Demam Dua,
1007,11.03.11.2020,Paya Demam Lhee,
1008,11.03.11.2021,Matang Pudeng,
1009,11.03.11.2022,Putoh Sa,
1010,11.03.11.2023,Putoh Dua,
1011,11.03.11.2024,Sah Raja,
1012,11.03.11.2025,Sijudo,
1013,11.03.12,Madat,
1014,11.03.12.2001,Madat,
1015,11.03.12.2002,Matang Keupula Sa,
1016,11.03.12.2003,Matang Keupula Dua,
1017,11.03.12.2004,Matang Keupula Lhee,
1018,11.03.12.2005,Ulee Ateung,
1019,11.03.12.2006,Blang Ubit,
1020,11.03.12.2007,Matang Guru,
1021,11.03.12.2008,Pantee Bayam,
1022,11.03.12.2009,Meunasah  Asan,
1023,11.03.12.2010,Meunasah  Tingkeum,
1024,11.03.12.2011,Lueng Dua,
1025,11.03.12.2012,Lueng Peut,
1026,11.03.12.2013,Paya Demam Peut,
1027,11.03.12.2014,Abeuk Geulanteu,
1028,11.03.12.2015,Rambong Lop,
1029,11.03.12.2016,Tanjong Ara,
1030,11.03.12.2017,Matang Jrok,
1031,11.03.12.2018,Paya Naden,
1032,11.03.12.2019,Tanjong Minjei,
1033,11.03.12.2020,Pante Merbo,
1034,11.03.12.2021,Blang Awe,
1035,11.03.12.2022,Bintah,
1036,11.03.12.2023,Seuneubok Pidie,
1037,11.03.12.2024,Blang Andam,
1038,11.03.12.2025,Matang Nibong,
1039,11.03.12.2026,Lueng Sa,
1040,11.03.13,Indra Makmu,
1041,11.03.13.2001,Seuneubok Bayu,
1042,11.03.13.2002,Alue Ie Itam,
1043,11.03.13.2003,Blang Nisan,
1044,11.03.13.2004,Bandar Baro,
1045,11.03.13.2005,Alue Patong,
1046,11.03.13.2006,Alue Ie Mirah,
1047,11.03.13.2007,Suka Makmur,
1048,11.03.13.2008,Jambo Balee,
1049,11.03.13.2009,Jambo Lubok,
1050,11.03.13.2010,Seuneubok  Cina,
1051,11.03.13.2011,Pelita Sagop Jaya,
1052,11.03.13.2012,Perkebunan  Julok Rayeuk Selatan,
1053,11.03.13.2013,Perkebunan  Julok Rayeuk Utara,
1054,11.03.14,Idi Tunong,
1055,11.03.14.2001,Seuneubok  Buloh,
1056,11.03.14.2002,Seuneubok  Baro,
1057,11.03.14.2003,Seuneubok  Meureudu,
1058,11.03.14.2004,Seuneubok  Teupin Panah,
1059,11.03.14.2005,Teupin Panah,
1060,11.03.14.2006,Gampong Keumuneng,
1061,11.03.14.2007,Keude Keumuneng,
1062,11.03.14.2008,Keumuneng  Lhok,
1063,11.03.14.2009,Paya Awee,
1064,11.03.14.2010,Paya Gaboh,
1065,11.03.14.2011,Padang Kasah,
1066,11.03.14.2012,Buket Teukuh,
1067,11.03.14.2013,Buket Pu.uk,
1068,11.03.14.2014,Blang Minjei,
1069,11.03.14.2015,Alue Kumbang A,
1070,11.03.14.2016,Alue Kumbang M,
1071,11.03.14.2017,Alue Lhok,
1072,11.03.14.2018,Seuneubok Buya,
1073,11.03.14.2019,Seuneubok Drien,
1074,11.03.14.2020,Bantayan Barat,
1075,11.03.14.2021,Blang Guci,
1076,11.03.14.2022,Buket Rumiya,
1077,11.03.14.2023,Seuneubok  Punti,
1078,11.03.14.2024,Seuneubok  Jalan,
1079,11.03.14.2025,Seuneubok  Dalam,
1080,11.03.15,Banda Alam,
1081,11.03.15.2001,Jalan Dua,
1082,11.03.15.2002,Jambo Reuhat,
1083,11.03.15.2003,Seuneubok  Benteng,
1084,11.03.15.2004,Seuneubok  Pango,
1085,11.03.15.2005,Seuneubok  Simpang,
1086,11.03.15.2006,Seuneubok  Kandang,
1087,11.03.15.2007,Ulee Jalan,
1088,11.03.15.2008,Uram Jalan,
1089,11.03.15.2009,Seuneubok  Bayu,
1090,11.03.15.2010,Blang Rambong,
1091,11.03.15.2011,Buket Drien,
1092,11.03.15.2012,Panton Rayeuk A,
1093,11.03.15.2013,Panton Rayeuk B,
1094,11.03.15.2014,Panton Rayeuk M,
1095,11.03.15.2015,Panton Rayeuk T,
1096,11.03.15.2016,Paya Laman,
1097,11.03.16,Peudawa,
1098,11.03.16.2001,Gampong Keude,
1099,11.03.16.2002,Meunasah Krueng,
1100,11.03.16.2003,Kuta Baro,
1101,11.03.16.2004,Alue Batee,
1102,11.03.16.2005,Matang Rayeuk,
1103,11.03.16.2006,Paya Bili Dua,
1104,11.03.16.2007,Alue Ie Itam,
1105,11.03.16.2008,Asan Rampak,
1106,11.03.16.2009,Gampong Kuala,
1107,11.03.16.2010,Paya Dua,
1108,11.03.16.2011,Seuneubok Teungoh,
1109,11.03.16.2012,Buket Kuta,
1110,11.03.16.2013,Sama Dua,
1111,11.03.16.2014,Blang Kuta,
1112,11.03.16.2015,Blang Buket,
1113,11.03.16.2016,Seuneubok  Peunteut,
1114,11.03.16.2017,Paya Bili Sa,
1115,11.03.17,Peureulak  Timur,
1116,11.03.17.2001,Babah Krueng,
1117,11.03.17.2002,Kruet Lintang,
1118,11.03.17.2003,Jengki,
1119,11.03.17.2004,Buket Meriam,
1120,11.03.17.2005,Alue Gureb,
1121,11.03.17.2006,Seuneubok  Teupin,
1122,11.03.17.2007,Seuneubok  Teungoh,
1123,11.03.17.2008,Alue Bugeng,
1124,11.03.17.2009,Seuneubok  Punti,
1125,11.03.17.2010,Seumatang  Keude,
1126,11.03.17.2011,Seuneubok  Jalan,
1127,11.03.17.2012,Seuneubok  Paya,
1128,11.03.17.2013,Alue Tho,
1129,11.03.17.2014,Seuneubok  Rawang,
1130,11.03.17.2015,Alue Bu Alue Nireh,
1131,11.03.17.2016,Seuneubok  Dalam,
1132,11.03.17.2017,Seuneubok Lapang,
1133,11.03.17.2018,Gelanggang Meurak,
1134,11.03.17.2019,Alue Bu Alue Lhok,
1135,11.03.17.2020,Tualang Pateng,
1136,11.03.18,Peureulak Barat,
1137,11.03.18.2001,Beusa Seberang,
1138,11.03.18.2002,Mon Geudong,
1139,11.03.18.2003,Paya Seungat,
1140,11.03.18.2004,Teumpeun,
1141,11.03.18.2005,Alue Bu Tuha,
1142,11.03.18.2006,Alue Bu Jalan,
1143,11.03.18.2007,Tanjong Tualang,
1144,11.03.18.2008,Beringen,
1145,11.03.18.2009,Kebon Tempeun,
1146,11.03.18.2010,Paya Gajah,
1147,11.03.18.2011,Kabu,
1148,11.03.18.2012,Paya Biek,
1149,11.03.18.2013,Beusa Baroh,
1150,11.03.18.2014,Alue Bu Jalan Baroh,
1151,11.03.18.2015,Alue Bu Tunong,
1152,11.03.19,Sungai Raya,
1153,11.03.19.2001,Alue Rangan,
1154,11.03.19.2002,Geulumpang  Payong,
1155,11.03.19.2003,Labuhan Keudee,
1156,11.03.19.2004,Buket Seulamat,
1157,11.03.19.2005,Buket Drien,
1158,11.03.19.2006,Alue Itam,
1159,11.03.19.2007,Paya Keutapang,
1160,11.03.19.2008,Gajah Mentah,
1161,11.03.19.2009,Seuneubok  Pase,
1162,11.03.19.2010,Seuneubok  Aceh,
1163,11.03.19.2011,Krueng Lingka,
1164,11.03.19.2012,Sungai Simpang,
1165,11.03.19.2013,Kuala Parek,
1166,11.03.20,Simpang Jernih,
1167,11.03.20.2001,Simpang Jernih,
1168,11.03.20.2002,Batu Sumbang,
1169,11.03.20.2003,Pante Kera,
1170,11.03.20.2004,Rantau Panjang,
1171,11.03.20.2005,Melidi,
1172,11.03.20.2006,Tampur Paloh,
1173,11.03.20.2007,Tampur Boor,
1174,11.03.20.2008,HTI Rantau Naro,
1175,11.03.21,Darul Ihsan,
1176,11.03.21.2001,Meudang Ara,
1177,11.03.21.2002,Gunong Putoh,
1178,11.03.21.2003,Meunasah  Aroen,
1179,11.03.21.2004,Keude Dua,
1180,11.03.21.2005,Seuneubok  Lapang,
1181,11.03.21.2006,Alue Jangat,
1182,11.03.21.2007,Buket Peulawi,
1183,11.03.21.2008,Lhok Panjoe,
1184,11.03.21.2009,Seuneubok  Aceh Baro,
1185,11.03.21.2010,Pulo Blang,
1186,11.03.21.2011,Lhok Dalam,
1187,11.03.21.2012,Lhok Leumak,
1188,11.03.21.2013,Seuneubok  Kulam,
1189,11.03.21.2014,Panton Meurebo,
1190,11.03.21.2015,Seuneubok  Teungoh,
1191,11.03.21.2016,Lhok Meureu,
1192,11.03.22,Darul Falah,
1193,11.03.22.2001,Tunong Bugeng,
1194,11.03.22.2002,Cempeudak,
1195,11.03.22.2003,Buket Tufah,
1196,11.03.22.2004,Tunong Ulee Gajah,
1197,11.03.22.2005,Keudondong,
1198,11.03.22.2006,Seuneubok Panton,
1199,11.03.22.2007,Buket Teumpeun,
1200,11.03.22.2008,Keude Blang,
1201,11.03.22.2009,Paya Kruep,
1202,11.03.22.2010,Tunong Paya Kruep,
1203,11.03.22.2011,Alue Siwah,
1204,11.03.23,Idi Timur,
1205,11.03.23.2001,Keutapang Dua,
1206,11.03.23.2002,Matang Rayeuk PP,
1207,11.03.23.2003,Meunasah Jeumpa,
1208,11.03.23.2004,Lhok Asahan,
1209,11.03.23.2005,Tualang Dalam,
1210,11.03.23.2006,Seuneubok Kuyun,
1211,11.03.23.2007,Ulee Glee,
1212,11.03.23.2008,Seuneubok  Barat,
1213,11.03.23.2009,Seuneubok  Teungoh,
1214,11.03.23.2010,Seuneubok  Timu,
1215,11.03.23.2011,Matang Bungong,
1216,11.03.23.2012,Matang Rayeuk SMK,
1217,11.03.23.2013,Seuneubok  Dalam,
1218,11.03.24,Peunaron,
1219,11.03.24.2001,Arul Pinang,
1220,11.03.24.2002,Peunaron Baru,
1221,11.03.24.2003,Peunaron Lama,
1222,11.03.24.2004,Bukit Tiga,
1223,11.03.24.2006,Sri Mulya,
1224,11.04,KAB. ACEH TENGAH,
1225,11.04.01,Linge,
1226,11.04.01.2003,Delung Sekinel,
1227,11.04.01.2005,Gelampang Gading,
1228,11.04.01.2006,Gewat,
1229,11.04.01.2008,Jamat,
1230,11.04.01.2009,Kemerleng,
1231,11.04.01.2010,Kute Baru,
1232,11.04.01.2011,Kute Keramil,
1233,11.04.01.2012,Kute Rayang,
1234,11.04.01.2013,Kute Riyem,
1235,11.04.01.2014,Kute Robel,
1236,11.04.01.2015,Linge,
1237,11.04.01.2016,Lumut,
1238,11.04.01.2018,Mungkur,
1239,11.04.01.2019,Owaq,
1240,11.04.01.2020,Pantan Nangka,
1241,11.04.01.2021,Penarun,
1242,11.04.01.2022,Simpang Tige Uning,
1243,11.04.01.2023,Umang,
1244,11.04.01.2024,Despot Linge,
1245,11.04.01.2025,Gemboyah,
1246,11.04.01.2031,Arul Item,
1247,11.04.01.2032,Ise-Ise,
1248,11.04.01.2033,Kute Reje,
1249,11.04.01.2034,Reje Payung,
1250,11.04.01.2035,Pantan Reduk,
1251,11.04.01.2036,Antara,
1252,11.04.02,Silih Nara,
1253,11.04.02.2001,Arul Gele,
1254,11.04.02.2002,Arul Kumer,
1255,11.04.02.2003,Burni Bius,
1256,11.04.02.2004,Genting Gerbang,
1257,11.04.02.2005,Gunung Singit,
1258,11.04.02.2007,Pepayungan Angkup,
1259,11.04.02.2008,Remesen,
1260,11.04.02.2009,Rutih,
1261,11.04.02.2010,Semelit Mutiara,
1262,11.04.02.2012,Wih Porak,
1263,11.04.02.2013,Wih Bakong,
1264,11.04.02.2014,Wihni Durin,
1265,11.04.02.2016,Arul Putih,
1266,11.04.02.2017,Arul Relem,
1267,11.04.02.2018,Burni Bius Baru,
1268,11.04.02.2019,Jerata,
1269,11.04.02.2022,Paya Beke,
1270,11.04.02.2023,Paya Pelu,
1271,11.04.02.2026,Rebe Gedung,
1272,11.04.02.2027,Reremal,
1273,11.04.02.2029,Senehen,
1274,11.04.02.2030,Simpang Kemili,
1275,11.04.02.2031,Tenebuk Kampung Baru,
1276,11.04.02.2032,Terang Engon,
1277,11.04.02.2033,Wih Pesam,
1278,11.04.02.2034,Bius Utama,
1279,11.04.02.2035,Meker Indah,
1280,11.04.02.2036,Mulie Jadi,
1281,11.04.02.2037,Wih Bersih,
1282,11.04.02.2038,Wih Sagi Indah,
1283,11.04.02.2039,Arul Kumer Barat,
1284,11.04.02.2040,Arul Kumer Timur,
1285,11.04.02.2041,Arul Kumer Selatan,
1286,11.04.03,Bebesen,
1287,11.04.03.2001,Blang Kolak I,
1288,11.04.03.2002,Bebesan,
1289,11.04.03.2003,Mongal,
1290,11.04.03.2004,Daling,
1291,11.04.03.2005,Tensaran,
1292,11.04.03.2006,Lelabu,
1293,11.04.03.2007,Blang Gele,
1294,11.04.03.2008,Kemili,
1295,11.04.03.2009,Tan Saril,
1296,11.04.03.2010,Blang Kolak II,
1297,11.04.03.2011,Umang,
1298,11.04.03.2012,Simpang IV,
1299,11.04.03.2013,Bahgie,
1300,11.04.03.2014,Keramat Mupakat,
1301,11.04.03.2015,Atu Gajah Reje Guru,
1302,11.04.03.2016,Atu Tulu,
1303,11.04.03.2017,Burbiah,
1304,11.04.03.2018,Empus Talu,
1305,11.04.03.2019,Gele Lah,
1306,11.04.03.2020,Kebet,
1307,11.04.03.2021,Lemah Burbana,
1308,11.04.03.2022,Mah Bengi,
1309,11.04.03.2023,Nunang Antara,
1310,11.04.03.2024,Pendere Saril,
1311,11.04.03.2025,Sadong Juru Mudi,
1312,11.04.03.2026,Ulu Nuwih,
1313,11.04.03.2027,Colo Blang Gele,
1314,11.04.03.2028,Kala Kemili,
1315,11.04.07,Pegasing,
1316,11.04.07.2001,Arul Badak,
1317,11.04.07.2004,Berawang Baro,
1318,11.04.07.2008,Gelelungi,
1319,11.04.07.2009,Ie Reulop,
1320,11.04.07.2010,Kayu Kul,
1321,11.04.07.2011,Kedelah,
1322,11.04.07.2012,Kung,
1323,11.04.07.2013,Kute Lintang,
1324,11.04.07.2014,Lelumu,
1325,11.04.07.2016,Paya Jeget,
1326,11.04.07.2017,Pedekok,
1327,11.04.07.2018,Pegasing,
1328,11.04.07.2019,Pepalang,
1329,11.04.07.2021,Simpang Kelaping,
1330,11.04.07.2024,Tebuk,
1331,11.04.07.2025,Terang Ulen,
1332,11.04.07.2026,Ujung Gele,
1333,11.04.07.2029,Wih Ilang,
